地區,村莊,名稱,貢獻,用途,用途等級,格數,CP值
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-5號1樓,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-5號2樓,3,倉庫,4,12,4
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-5號2樓,3,精鍊廠,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-5號2樓,3,馬具製作工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-5號2樓,3,馬車零件工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-5號2樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-6號,4,倉庫,4,12,3
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-6號,4,武器鍛造工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-6號,4,精鍊廠,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,禮拜堂4-6號,4,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納10號,3,倉庫,4,12,4
卡瑪希爾比亞,格拉納,格拉納10號,3,宿舍,3,4,1.33
卡瑪希爾比亞,格拉納,格拉納10號,3,工具工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納10號,3,蘑菇加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納10號,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納11號,4,倉庫,5,16,4
卡瑪希爾比亞,格拉納,格拉納11號,4,武器鍛造工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納11號,4,精鍊廠,3,,0
卡瑪希爾比亞,格拉納,格拉納11號,4,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納12號1樓,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納12號1樓,5,工具工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納12號1樓,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納12號2樓,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納12號2樓,5,加工坊,5,,0
卡瑪希爾比亞,格拉納,格拉納12號2樓,5,工具工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納12號2樓,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納13號,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納13號,5,木工藝工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納13號,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納14號,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納14號,5,手工藝工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納14號,5,服裝製作廠,1,,0
卡瑪希爾比亞,格拉納,格拉納14號,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納15號,4,倉庫,5,16,4
卡瑪希爾比亞,格拉納,格拉納15號,4,盔甲鍛造工坊,5,,0
卡瑪希爾比亞,格拉納,格拉納15號,4,精鍊廠,3,,0
卡瑪希爾比亞,格拉納,格拉納15號,4,礦物加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納15號,4,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納16號,3,倉庫,4,12,4
卡瑪希爾比亞,格拉納,格拉納16號,3,宿舍,2,2,0.67
卡瑪希爾比亞,格拉納,格拉納16號,3,農作物加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納16號,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納17號,3,倉庫,4,12,4
卡瑪希爾比亞,格拉納,格拉納17號,3,魚加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納17號,3,農作物加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納17號,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納1號,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納1號,5,馬牧場,5,5,1
卡瑪希爾比亞,格拉納,格拉納1號,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納2號,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納2號,5,服裝製作廠,1,,0
卡瑪希爾比亞,格拉納,格拉納2號,5,家具工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納2號,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納2號,5,殘月家具工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納2號,5,殘月服裝製作廠,1,,0
卡瑪希爾比亞,格拉納,格拉納3號1樓,3,倉庫,5,16,5.33
卡瑪希爾比亞,格拉納,格拉納3號1樓,3,精鍊廠,3,,0
卡瑪希爾比亞,格拉納,格拉納3號1樓,3,工具工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納3號1樓,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納3號2樓,3,倉庫,5,16,5.33
卡瑪希爾比亞,格拉納,格拉納3號2樓,3,工具工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納3號2樓,3,馬車零件工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納3號2樓,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納4號,5,倉庫,5,16,3.2
卡瑪希爾比亞,格拉納,格拉納4號,5,武器鍛造工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納4號,5,馬車製作廠,4,,0
卡瑪希爾比亞,格拉納,格拉納4號,5,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納5號,4,倉庫,5,16,4
卡瑪希爾比亞,格拉納,格拉納5號,4,加工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納5號,4,家具工坊,5,,0
卡瑪希爾比亞,格拉納,格拉納5號,4,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納6號,3,倉庫,5,16,5.33
卡瑪希爾比亞,格拉納,格拉納6號,3,木工藝工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納6號,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納7號,3,倉庫,4,12,4
卡瑪希爾比亞,格拉納,格拉納7號,3,宿舍,2,2,0.67
卡瑪希爾比亞,格拉納,格拉納7號,3,精鍊廠,3,,0
卡瑪希爾比亞,格拉納,格拉納7號,3,魚加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納7號,3,蘑菇加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納7號,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納8號,3,倉庫,5,16,5.33
卡瑪希爾比亞,格拉納,格拉納8號,3,手工藝工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納8號,3,工具工坊,3,,0
卡瑪希爾比亞,格拉納,格拉納8號,3,居住地,1,,0
卡瑪希爾比亞,格拉納,格拉納9號,4,倉庫,5,16,4
卡瑪希爾比亞,格拉納,格拉納9號,4,盔甲鍛造工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納9號,4,服裝製作廠,1,,0
卡瑪希爾比亞,格拉納,格拉納9號,4,家具工坊,4,,0
卡瑪希爾比亞,格拉納,格拉納9號,4,木材加工廠,2,,0
卡瑪希爾比亞,格拉納,格拉納9號,4,居住地,1,,0
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊1號,2,倉庫,5,16,8
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊1號,2,加工坊,2,,0
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊1號,2,蘑菇加工廠,1,,0
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊1號,2,居住地,1,,0
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊2號,2,倉庫,5,16,8
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊2號,2,木工藝工坊,2,,0
卡瑪希爾比亞,智慧的古木,碧波雷塔山莊2號,2,工具工坊,1,,0
永冬之山,艾亦爾村莊,艾亦爾村莊1號,2,倉庫,5,16,8
永冬之山,艾亦爾村莊,艾亦爾村莊2號,2,倉庫,5,16,8
永冬之山,艾亦爾村莊,艾亦爾村莊3號,3,倉庫,5,16,5.33
永冬之山,艾亦爾村莊,艾亦爾村莊4號,4,倉庫,5,16,4
永冬之山,艾亦爾村莊,艾亦爾村莊5號,5,倉庫,5,16,3.2
永冬之山,艾亦爾村莊,艾亦爾村莊5號,5,宿舍,3,4,0.8
永冬之山,艾亦爾村莊,艾亦爾村莊2號,2,宿舍,1,1,0.5
永冬之山,艾亦爾村莊,艾亦爾村莊4號,4,宿舍,2,2,0.5
永冬之山,艾亦爾村莊,艾亦爾村莊1號,2,家具工坊,1,,0
永冬之山,艾亦爾村莊,艾亦爾村莊1號,2,居住地,1,,0
永冬之山,艾亦爾村莊,艾亦爾村莊2號,2,工具工坊,4,,0
永冬之山,艾亦爾村莊,艾亦爾村莊2號,2,家具工坊,2,,0
永冬之山,艾亦爾村莊,艾亦爾村莊2號,2,居住地,1,,0
永冬之山,艾亦爾村莊,艾亦爾村莊3號,3,蘑菇加工廠,2,,0
永冬之山,艾亦爾村莊,艾亦爾村莊3號,3,居住地,1,,0
永冬之山,艾亦爾村莊,艾亦爾村莊4號,4,加工坊,5,,0
永冬之山,艾亦爾村莊,艾亦爾村莊4號,4,居住地,1,,0
永冬之山,艾亦爾村莊,艾亦爾村莊5號,5,家具工坊,3,,0
永冬之山,艾亦爾村莊,艾亦爾村莊5號,5,居住地,1,,0
瓦倫西亞,沙粒巴扎勒,巴魯漢農場1-1號,1,倉庫,1,3,3
瓦倫西亞,沙粒巴扎勒,巴魯漢農場1-1號,1,蘑菇加工廠,1,,0
瓦倫西亞,沙粒巴扎勒,巴魯漢農場1-1號,1,居住地,1,,0
瓦倫西亞,沙粒巴扎勒,巴魯漢農場1-2號,3,倉庫,2,5,1.67
瓦倫西亞,沙粒巴扎勒,巴魯漢農場1-2號,3,農作物加工廠,1,,0
瓦倫西亞,沙粒巴扎勒,巴魯漢農場1-2號,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號1樓1號,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號1樓1號,2,農作物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號1樓1號,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號1樓2號,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號1樓2號,3,工具工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號1樓2號,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號2樓,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號2樓,4,手工藝工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號2樓,4,加工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-1號2樓,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-2號,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-2號,4,武器鍛造工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-2號,4,木工藝工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-2號,4,礦物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞10-2號,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-1號,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-1號,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-1號,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號1樓,1,倉庫,2,5,5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號1樓,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號1樓,1,手工藝工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號2樓,2,倉庫,3,8,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號2樓,2,魚加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號2樓,2,木材加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-2號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-3號,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-3號,2,木工藝工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-3號,2,精鍊廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-3號,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-4號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-4號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-4號2樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-4號2樓,3,工具工坊,4,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-4號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-5號1樓,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-5號1樓,3,加工坊,4,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-5號1樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-5號2樓,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-5號2樓,4,盔甲鍛造工坊,5,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞11-5號2樓,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號1樓,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號1樓,1,工具工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號2樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號2樓,2,宿舍,2,2,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號2樓,2,盔甲鍛造工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-1號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-1號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-1號1樓,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-1號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-1號2樓,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-1號2樓,3,加工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-1號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號1樓,2,盔甲鍛造工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號1樓,2,木工藝工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號1樓,2,礦物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號2樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號2樓,3,工具工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號2樓,3,蘑菇加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-2號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-3號,3,倉庫,5,16,5.33
瓦倫西亞,首都瓦倫西亞,瓦倫西亞12-3號,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-2號,3,倉庫,2,5,1.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-2號,3,宿舍,3,4,1.33
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-2號,3,木材加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-2號,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號1樓,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號1樓,1,工具工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號2樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號2樓,2,精鍊廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-1號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-2號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-2號1樓,1,木材加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-2號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-2號2樓,2,倉庫,3,8,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-2號2樓,2,農作物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-2號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-3號,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-3號,3,木工藝工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-3號,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-4號1樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-4號1樓,3,盔甲鍛造工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-4號1樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-4號2樓,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-4號2樓,4,加工坊,5,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞13-4號2樓,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號1樓,2,倉庫,3,8,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號1樓,2,宿舍,2,2,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號1樓,2,手工藝工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號2樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號2樓,3,加工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號2樓,3,精鍊廠,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-3號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-1號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-1號1樓,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-1號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-1號2樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-1號2樓,2,魚加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-1號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號1樓,2,精鍊廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號1樓,2,木材加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號2樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號2樓,3,馬車零件工坊,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-2號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-3號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-3號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-3號2樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-3號2樓,3,加工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-3號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-4號,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-4號,4,盔甲鍛造工坊,4,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞14-4號,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-4號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-4號1樓,2,木工藝工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-4號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-4號2樓,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-4號2樓,4,武器鍛造工坊,4,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞1-4號2樓,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-1號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-1號1樓,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-1號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-1號2樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-1號2樓,2,宿舍,2,2,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-1號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-2號1樓,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-2號1樓,1,礦物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-2號1樓,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-2號2樓,2,倉庫,3,8,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-2號2樓,2,蘑菇加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-2號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-3號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-3號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-3號2樓,2,倉庫,4,12,6
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-3號2樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-4號,2,倉庫,3,8,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-4號,2,盔甲鍛造工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-4號,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號1樓,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號1樓,3,加工坊,4,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號1樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號2樓,3,倉庫,4,12,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號2樓,3,精鍊廠,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號2樓,3,家具工坊,5,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞15-5號2樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-1號,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-1號,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-1號,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-1號,1,殘月家具工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號1樓,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號1樓,2,盔甲鍛造工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號1樓,2,木材加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號1樓,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號2樓,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號2樓,4,精鍊廠,2,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號2樓,4,農作物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-2號2樓,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-3號1樓,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-3號1樓,3,馬車製作廠,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-3號1樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-3號2樓,4,倉庫,5,16,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-3號2樓,4,加工坊,4,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞16-3號2樓,4,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-1號,1,倉庫,1,3,3
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-1號,1,宿舍,1,1,1
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-1號,1,工具工坊,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-1號,1,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-2號,2,倉庫,2,5,2.5
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-2號,2,木材加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-2號,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-3號,2,倉庫,3,8,4
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-3號,2,農作物加工廠,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-3號,2,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-4號1樓,3,倉庫,3,8,2.67
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-4號1樓,3,加工坊,3,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-4號1樓,3,居住地,1,,0
瓦倫西亞,首都瓦倫西亞,瓦倫西亞17-4號2樓,4,倉庫,5,16,4
